DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,AGE,SEX,EDUCATION_LEV,DOMAIN,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),MEX,11_1_DEP,PT_POP_Y_GE16,_T,_T,_T,HSL_11,2021,2.95808394691975,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CRI,11_2,PT_POP_Y_GE15,_T,_T,_T,HSL_11,2023,11.6706696977856,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,11_2,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_11,2023,7.26250346988417,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NOR,11_2,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_11,2023,11.4028953800028,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,11_3,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_11,2023,32.2169481935731,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NOR,1_1,USD_PPP_PS,_T,_T,_T,HSL_1,2022,46898,A,0,2,2022
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),EST,1_3_VER,PT_B90_S14,_T,_T,_T,HSL_1,2021,59.0510177612305,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FIN,1_3_VER,PT_B90_S14,_T,_T,_T,HSL_1,2019,49.6182708740234,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NOR,1_6,PT_POP,_T,_T,_T,HSL_1,2022,23.14,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),EST,2_2,PT_WG_SAL_M_MEDIAN,_T,_T,_T,HSL_2,2022,20.520922353,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LTU,2_3,PT_LF,_T,_T,_T,HSL_2,2023,2.36625242865243,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CRI,2_7,PT_SAL_SUB,MID,_T,_T,HSL_2,2023,17.77,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,4_1,H_D,MID,_T,_T,HSL_4,2005,13.797599,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),COL,4_4,0_TO_10,MID,_T,_T,HSL_4,2022,7.1745557,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FRA,5_1,Y,_T,_T,_T,HSL_5,2023,83.1,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,6_1,PO,_T,_T,_T,HSL_6,2022,486.98,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,6_1_DEP,PT_ST,_T,_T,_T,HSL_6,2022,12.3620366576533,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CZE,6_4,PO,_T,_T,_T,HSL_6,2023,273.1431463,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,6_4_DEP,PT_ST,_T,_T,_T,HSL_6,2023,14.1582903607519,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,6_4_VER,FCTR_D1_SCR,_T,_T,_T,HSL_6,2012,1.65927171707153,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ITA,6_5,PO,MID,_T,_T,HSL_6,2012,256.03031,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVN,6_5,PO,OLD,_T,_T,HSL_6,2014,242.20434,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,7_1,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_7,2023,97.9318050207013,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,7_1_DEP,PT_POP_Y_GE15,_T,_T,_T,HSL_7,2023,6.20219800244752,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,7_1_DEP,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_7,2023,4.62221267567246,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LUX,7_1_DEP,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_7,2023,11.0992067399098,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LUX,7_3,0_TO_10,OLD,_T,_T,HSL_7,2022,7.7791623669966,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,7_3_DEP,PT_POP_Y_GE16_SUB,MID,_T,_T,HSL_7,2018,3.33405611069502,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),USA,7_4,PT_POP_Y_GE16_SUB,YOUNG,_T,_T,HSL_7,2024,24.3777777777778,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,9_1,PT_POP_URB,_T,_T,_T,HSL_9,2018,59.4971381664845,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ITA,9_1,PT_POP_URB,_T,_T,_T,HSL_9,2018,61.231152962685,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),USA,10_1,DT_10P5HB,_T,_T,_T,HSL_10,2021,7.8,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CAN,10_2,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_10,2023,74.1939074275049,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),BEL,10_2_DEP,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_10,2023,35.9514120687824,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),KOR,10_2_DEP,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_10,2023,22.7703646083805,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVN,10_2_DEP,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_10,2023,12.8470665247696,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,10_3,DT_10P5HB,_T,_T,_T,HSL_10,2023,4.920080933,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,11_1,0_TO_10,MID,_T,_T,HSL_11,2023,7.31692232539934,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,11_1_DEP,PT_POP_Y_GE16_SUB,OLD,_T,_T,HSL_11,2023,7.20298653764107,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,11_1_VER,FCTR_Q1_SCR_LIFE_SATISFACTION,_T,_T,_T,HSL_11,2023,2.25336105937833,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),KOR,11_2,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_11,2023,17.323268832628,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUS,11_3,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_11,2023,24.5206265027364,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,11_3,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_11,2023,31.532127667853,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ESP,1_2,FCTR_Q1_INC,_T,_T,_T,HSL_1,2022,5.5,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,2_3,PT_LF,_T,_T,_T,HSL_2,2023,1.45080253424084,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUS,2_3,PT_LF_SUB,OLD,_T,_T,HSL_2,2023,1.08693789781524,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),USA,2_6,PT_SAL,_T,_T,_T,HSL_2,2015,25.8171806335449,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,2_6,PT_SAL_SUB,OLD,_T,_T,HSL_2,2015,19.4727993011475,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,2_6,PT_SAL_SUB,YOUNG,_T,_T,HSL_2,2015,23.8787384033203,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),USA,2_8_VER,FCTR_D1_EARN,_T,_T,_T,HSL_2,2023,4.6723842196,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,2_9,0_TO_10,MID,_T,_T,HSL_2,2023,7.69536214355693,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,3_3,PT_HH,_T,_T,_T,HSL_3,2018,22.7227494120598,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NZL,4_1,H_D,_T,_T,_T,HSL_4,2009,14.8666666666667,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ESP,4_4_DEP,PT_POP_Y_GE16,_T,_T,_T,HSL_4,2022,16.6436073874848,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,4_4_DEP,PT_POP_Y_GE16_SUB,MID,_T,_T,HSL_4,2022,15.9650174422088,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LVA,5_2,PT_POP_Y_GE16_SUB,OLD,_T,_T,HSL_5,2023,14.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,5_2_DEP,PT_POP_Y_GE16,_T,_T,_T,HSL_5,2023,6.8,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,5_4,PT_POP_Y_GE15,_T,_T,_T,HSL_5,2019,4.9,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FRA,5_4,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_5,2019,10,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NOR,6_1_DEP,PT_ST,_T,_T,_T,HSL_6,2022,17.4963720439636,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,6_2_DEP,PT_ST,_T,_T,_T,HSL_6,2022,16.4957848755968,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,6_3_DEP,PT_ST,_T,_T,_T,HSL_6,2022,25.7423579047881,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISR,6_3_DEP,PT_ST,_T,_T,_T,HSL_6,2022,21.3300700671401,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CAN,6_3_VER,FCTR_D1_SCR,_T,_T,_T,HSL_6,2022,1.67802924265118,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,6_4,PO,YOUNG,_T,_T,HSL_6,2012,257.87303,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ITA,6_4_DEP,PT_ST,_T,_T,_T,HSL_6,2023,28.1204597185341,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),KOR,6_5,PO,YOUNG,_T,_T,HSL_6,2012,292.93924,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,6_5_DEP,PT_ST,_T,_T,_T,HSL_6,2012,3.9031576,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ESP,6_5_VER,FCTR_D1_SCR,_T,_T,_T,HSL_6,2012,1.65919208526611,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,7_1,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_7,2023,96.4784438670155,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),TUR,7_1_DEP,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_7,2023,19.2116668346289,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),IRL,7_2,H_WK,YOUNG,_T,_T,HSL_7,2005,8.0404608,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUT,7_3,0_TO_10,_T,_T,_T,HSL_7,2022,8.56345487716484,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,7_3,0_TO_10,YOUNG,_T,_T,HSL_7,2022,7.59952177763182,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LVA,7_3,0_TO_10,MID,_T,_T,HSL_7,2022,7.92931498100209,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),TUR,7_3,0_TO_10,OLD,_T,_T,HSL_7,2022,6.6,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CZE,7_4,PT_POP_Y_GE16_SUB,MID,_T,_T,HSL_7,2022,3.2260767138365,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),BEL,10_2,PT_POP_Y_GE15,_T,_T,_T,HSL_10,2023,74.9335468806305,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FRA,10_2,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_10,2023,78.0253665049404,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ISL,11_1,0_TO_10,OLD,_T,_T,HSL_11,2018,8.07041813309046,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,11_1,0_TO_10,YOUNG,_T,_T,HSL_11,2023,7.92718854341885,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,11_1_DEP,PT_POP_Y_GE16_SUB,YOUNG,_T,_T,HSL_11,2022,3.63513918680293,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,11_2,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_11,2023,9.87781492384538,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CZE,11_3,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_11,2023,34.4831975025869,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NZL,11_3,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_11,2023,23.9595519472763,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),TUR,11_3,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_11,2023,18.5363178371107,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),EST,1_5,PT_POP_Y_GE16,_T,_T,_T,HSL_1,2024,9.9,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,1_5,PT_POP_Y_GE16,_T,_T,_T,HSL_1,2024,9.9,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CAN,2_1,PT_POP_Y25T64,_T,_T,_T,HSL_2,2023,79.816,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),FRA,2_1,PT_POP_Y25T64,_T,_T,_T,HSL_2,2023,76.38,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ITA,2_1,PT_POP_Y25T64_SUB,OLD,_T,_T,HSL_2,2023,57.272,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LUX,2_3,PT_LF,_T,_T,_T,HSL_2,2023,1.66355901751194,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),TUR,2_5,PT_EARN_PRVS_LST,_T,_T,_T,HSL_2,2016,12.9718084335327,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SWE,2_7,PT_SAL,_T,_T,_T,HSL_2,2023,5.39,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NZL,2_8_VER,FCTR_D1_EARN,_T,_T,_T,HSL_2,2023,2.5570833333,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),HUN,2_9,0_TO_10,_T,_T,_T,HSL_2,2023,7.76175705441111,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHL,3_3,PT_HH,_T,_T,_T,HSL_3,2022,46.2275356054306,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),SVK,3_5,PT_POP_Y_GE16,_T,_T,_T,HSL_3,2023,8.1,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUS,4_1,H_D,_T,_T,_T,HSL_4,2006,14.3562135812154,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),PRT,4_4,0_TO_10,YOUNG,_T,_T,HSL_4,2022,6.92323509413171,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),MEX,5_1,Y,_T,_T,_T,HSL_5,2023,75.3,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CHE,5_3,DT_10P5HB,_T,_T,_T,HSL_5,2022,12.2926021848509,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,5_4,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_5,2019,5.2,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),TUR,6_1_VER,FCTR_D1_SCR,_T,_T,_T,HSL_6,2022,1.66455454791538,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,6_4,PO,YOUNG,_T,_T,HSL_6,2014,252.63111,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),JPN,6_5_DEP,PT_ST,_T,_T,_T,HSL_6,2012,0.9367187,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LUX,7_1,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_7,2023,88.6981803577893,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),LVA,7_1_DEP,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_7,2023,7.20300019005323,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GBR,7_4,PT_POP_Y_GE16_SUB,MID,_T,_T,HSL_7,2018,5.12416202704499,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),JPN,8_1,PT_POP_Y16T65_SUB,OLD,_T,_T,HSL_8,2021,30.407363,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),PRT,8_1,PT_POP_Y16T65_SUB,OLD,_T,_T,HSL_8,2023,24.947782,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),GRC,8_1_DEP,PT_POP_Y16T65_SUB,YOUNG,_T,_T,HSL_8,2023,65.323534,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),DNK,8_2,PT_VOTES,_T,_T,_T,HSL_8,2022,84.16,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),ESP,10_2,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_10,2023,79.6378732495467,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),COL,10_2_DEP,PT_POP_Y_GE15_SUB,YOUNG,_T,_T,HSL_10,2023,55.7672607965487,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),NLD,10_2_DEP,PT_POP_Y_GE15_SUB,OLD,_T,_T,HSL_10,2023,20.8068280391228,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),AUT,11_2,PT_POP_Y_GE15,_T,_T,_T,HSL_11,2023,7.02307833851504,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),JPN,11_3,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_11,2023,14.0536270275308,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),USA,11_3,PT_POP_Y_GE15_SUB,MID,_T,_T,HSL_11,2023,30.4698157648904,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),POL,1_6,PT_POP,_T,_T,_T,HSL_1,2016,47.8004574775696,D,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),MEX,2_1,PT_POP_Y25T64,_T,_T,_T,HSL_2,2023,70.907,A,0,2,
OECD.WISE.WDP:DSD_HSL@DF_HSL_CWB(1.1),CRI,2_1,PT_POP_Y25T64_SUB,YOUNG,_T,_T,HSL_2,2023,28.401,A,0,2,
