DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,TRANSFORMATION,ADJUSTMENT,SEX,AGE,ACTIVITY,FREQ,TIME_PERIOD,OBS_VALUE,BASE_PER,OBS_STATUS,UNIT_MULT,DECIMALS
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2021,9.725,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2020,9.515643,,B,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2019,10.11398,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2018,10.76731,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2017,11.44021,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2016,11.91512,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2015,12.17081,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2014,13.03108,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2013,12.53073,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2012,11.01333,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2024,6.65,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE_LF,PT_LF_SUB,_Z,Y,_T,Y15T64,_Z,A,2023,7.8,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2017,3.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2018,3.166667,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2019,4,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2020,5.166667,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2021,4.583333,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2022,4.166667,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2023,4.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2024,6.083333,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2012,2.916667,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2013,2.666667,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2014,3.333333,,U,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE_M,PS,_Z,Y,_T,Y15T24,_Z,A,2015,3.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2023,309.425,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2024,313.725,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2012,290.875,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2013,292.15,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2014,294.625,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2015,293.95,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2016,292.725,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2017,294.65,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2018,295.35,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2019,294.575,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2020,304.225,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),SVN,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2021,296.35,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2013,3599.971,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2012,3628.862,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2024,4710.257,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2023,4627.368,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2022,4484.759,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2021,4389.786,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2020,3919.813,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2019,4288.748,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2018,4383.257,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2017,4236.522,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2016,4242.41,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),MEX,EMP,PS,_Z,Y,_T,_T,F,A,2015,3962.619,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2013,138920.8,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2012,140348.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2024,144341.3,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2023,143578.9,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2022,143308.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2021,141413.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2020,140172.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2019,143434.3,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2018,142793.8,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2017,142303,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2016,141371.3,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EU27_2020,EMP,PS,_Z,Y,_T,Y25T54,_Z,A,2015,140159,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2019,598.7,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2018,584.375,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2017,568.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2016,551.6,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2015,535.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2014,521.85,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2013,510.325,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2012,501.975,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2024,629.525,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2023,625.3,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2022,620.6,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),NZL,WAP,PS,_Z,Y,_T,Y55T64,_Z,A,2021,617.85,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2023,17.575,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2024,22.225,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2012,12.8,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2013,14.8,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2014,15.275,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2015,18.375,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2016,17.475,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2017,15.875,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2018,16.55,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2019,17.125,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2020,21.225,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y15T74,_Z,A,2021,17,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2017,274.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2018,282.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2019,291.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2020,268.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2021,320.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2022,342.425,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2023,359.55,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2024,365.825,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2012,284.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2013,281.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2014,272.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,LF,PS,_Z,Y,_T,Y15T24,_Z,A,2015,271,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2013,31.76313,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2012,31.09923,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2024,33.91865,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2023,35.45634,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2022,31.34472,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2021,31.3839,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2020,31.7094,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2019,29.92928,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2018,31.88741,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2017,34.12125,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2016,34.99106,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CRI,OLF_WAP,PT_WAP_SUB,_Z,Y,_T,Y15T64,_Z,A,2015,32.70147,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2013,52.15,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2012,51.675,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2024,61.575,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2023,61.25,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2022,60.475,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2021,59.775,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2020,57.15,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2019,57.375,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2018,56.975,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2017,56.275,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2016,55.725,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),HUN,LF_WAP,PT_WAP_SUB,_Z,Y,_T,Y_GE15,_Z,A,2015,54.75,,A,0,1
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2015,6874.95,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2016,6838.625,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2017,6743.1,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2018,6617,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2019,6500.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2020,7145.75,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2021,6968.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2022,6741.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2023,6446,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2024,6184.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2012,7248.45,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),TUR,OLF,PS,_Z,Y,_T,Y15T24,_Z,A,2013,7073.925,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2017,6.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2018,7,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2019,6.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2020,9.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2021,8.275,,U,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2022,10.375,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2023,10,,U,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2024,11.575,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2012,13.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2013,11,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2014,8.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),EST,UNE,PS,_Z,Y,_T,Y15T24,_Z,A,2015,8,,A,3,0
