DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,CURRENCY
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),UGA,B1GQ_V,USD,A,2015,32438,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),UGA,B1GQ_V,USD,A,2016,30200,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),UGA,B1GQ_V,USD,A,2017,30933.5,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),UGA,B1GQ_V,USD,A,2018,32858,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),UGA,B1GQ_V,USD,A,2019,36009.5,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),UGA,B1GQ_V,USD,A,2020,37896.5,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),UGA,B1GQ_V,USD,A,2021,40324,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),UGA,B1GQ_V,USD,A,2022,45157,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2013,1328,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2014,1388,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2015,1432,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2016,1568,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2017,1675,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2018,1777,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2019,1867,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2020,1384,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2021,1490,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SYC,B1GQ_V,USD,A,2022,2058,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2013,755,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2014,774,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2015,744,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2016,775,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2017,880,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2018,929,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2019,930,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2020,1008,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2021,921,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VUT,B1GQ_V,USD,A,2022,1039,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2013,3804.994,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2014,3963.683,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2015,4231.745,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2016,4402.732,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2017,4582.907,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2018,4792.294,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2019,5033.443,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2020,5020.978,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2021,5464.876,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SWE,B1GQ_V,XDC,A,2022,5865.211,A,6,0,SEK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2013,237.012,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2014,245.654,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2015,258.725,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2016,275.592,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2017,295.612,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2018,310.283,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2019,317.22,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2020,342.744,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2021,364.062,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),NZL,B1GQ_V,XDC,A,2022,394.884,A,6,0,NZD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2013,2619769.697,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2014,2925665.102,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2015,3205655.136,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2016,3487292.513,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2017,3802655.772,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2018,4235846.767,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2019,4562235.076,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2020,4456657.377,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2021,5392714.102,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),DOM,B1GQ_V,XDC,A,2022,6260564.019,A,6,0,DOP
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2013,25462.955,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2014,28001.328,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2015,30171.919,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2016,32056.288,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2017,34343.647,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2018,36014.719,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2019,37832.15,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2020,36495.246,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2021,40326.626,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CRI,B1GQ_V,XDC,A,2022,44810.031,A,6,0,CRC
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2013,2471718,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2014,2456055,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2015,1800046,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2016,1796622,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2017,2063518.687,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2018,1916934,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2019,1873286,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2020,1476092,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2021,1649626.086,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),BRA,B1GQ_V,USD,A,2022,1920022.89,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2013,277239.474,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2014,259405.195,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2015,242496.656,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2016,249298.706,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2017,276364.937,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2018,295402.646,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2019,278179.598,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2020,253880.204,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2021,315646.991,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CHL,B1GQ_V,USD,A,2022,302116.539,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2013,1327436.29,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2014,1364507.718,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2015,1213294.468,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2016,1112233.497,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2017,1190721.476,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2018,1256300.183,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2019,1305211.136,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2020,1120832.412,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2021,1313069.764,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MEX,B1GQ_V,USD,A,2022,1463323.889,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2013,1180.967,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2014,1250.104,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2015,1337.026,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2016,1436.919,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2017,1467.83,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2018,1606.13,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2019,1686.974,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2020,1369.995,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2021,1471.72,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ATG,B1GQ_V,USD,A,2022,1758,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2013,7334.996,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2014,7467,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2015,6678.006,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2016,6813.003,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2017,7702.996,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2018,8270.994,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2019,9372.003,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2020,8282.995,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2021,9256.004,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),KGZ,B1GQ_V,USD,A,2022,12269.518,A,6,0,
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2013,16658553,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2014,17966123,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2015,19043067,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2016,20038566,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2017,20960865,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2018,22203329,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2019,23243662,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2020,23486470,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2021,25157753,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),CMR,B1GQ_V,XDC,A,2022,27702493,A,6,0,XAF
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2013,388186,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2014,405113,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2015,426430,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2016,450156,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2017,479803,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2018,513589,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2019,513635,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2020,491949,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2021,611662,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),SGP,B1GQ_V,XDC,A,2022,683424,A,6,0,SGD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2013,2473048.5,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2014,3224891,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2015,4060849,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2016,5027820,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2017,6041645,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2018,6883582,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2019,7727896.5,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2020,8517596.5,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2021,9395812.5,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),MWI,B1GQ_V,XDC,A,2022,10881680.5,A,6,0,MWK
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2013,4473655.6,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2014,4937031.68,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2015,5191323.73,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2016,5639401,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2017,6293904.55,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2018,7009042.13,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2019,7707200.29,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2020,8044385.73,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2021,8487475.6,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),VNM,B1GQ_V,XDC,A,2022,9548737.67,A,9,0,VND
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ARM,B1GQ_V,XDC,A,2013,4555638.2,A,6,0,AMD
OECD.CTP.TPS:DSD_REF_GLOBAL@DF_REFSERIES_GLOBAL(1.1),ARM,B1GQ_V,XDC,A,2014,4828626.3,A,6,0,AMD
