DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,HOUSEHOLD_TYPE,INCOME_PRINCIPAL,INCOME_SPOUSE,FREQ,TIME_PERIOD,OBS_VALUE,DECIMALS,UNIT_MULT,OBS_STATUS,CIVIL_STATUS
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,GLCBT,USD_PPP,S_C0,AW67,_Z,A,2024,56115.383303,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2015,15780.959114,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2016,15862.113648,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2017,16158.548997,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2018,16596.490001,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2019,17293.433911,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2020,17471.679585,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2021,18410.113901,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2022,19436.32557,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2023,20999.764042,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),PRT,GEBT,XDC,C_C2,AW100,NOEARN_UNEMP,A,2024,22588.008789,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2015,63569.630696,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2016,66092.350832,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2017,69045.514002,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2018,71766.652703,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2019,76000.553741,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2020,80256.44043,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2021,83980.936991,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2022,87930.135295,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2023,92162.520777,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),DNK,NIAT,USD_PPP,C_C2,AW100,AW67,A,2024,95452.860914,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2015,43732.888889,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2016,44712.888889,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2017,45504,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2018,47226.555556,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2019,52845,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2020,53962,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2021,56064,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2022,57457,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2023,61346.870413,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),IRL,GEBT,XDC,S_C0,AW100,_Z,A,2024,64158.491805,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2015,12958.306465,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2016,14318.149046,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2017,15460.053978,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2018,16746.253245,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2019,23948.823196,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2020,26036.880794,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2021,28620.820834,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2022,30409.544268,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2023,33011.921019,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),LTU,GEBT,USD_PPP,S_C0,AW67,_Z,A,2024,35244.69456,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2015,10908633.440875,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2016,11538205.743066,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2017,11848142.296775,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2018,11875280.242201,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2019,12350859.227312,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2020,12396776.565,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2021,13095260.239533,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2022,13298192.327392,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2023,13380196.848598,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),CRI,NIAT,XDC,C_C2,AW100,AW67,A,2024,13589123.03522,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2015,79600.939985,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2016,83003.803215,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2017,85399.151046,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2018,88182.266508,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2019,93201.971229,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2020,100108.960579,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2021,105235.07444,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2022,110292.861335,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2023,115625.959822,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),FIN,GEBT,USD_PPP,C_C2,AW100,AW67,A,2024,116367.182394,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2015,64173.607873,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2016,66326.005979,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2017,67951.227864,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2018,68638.799363,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2019,72678.290076,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2020,69620.507846,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2021,74929.530123,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2022,79599.801665,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2023,84025.26454,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),ESP,NIAT,USD_PPP,C_C2,AW100,AW100,A,2024,87675.631753,2,0,A,M
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2015,52088.97,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2016,62386.19,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2017,69153.03,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2018,81811.63,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2019,103244.41,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2020,121889.96,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2021,145290,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2022,251491.98,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2023,518814.270833,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),TUR,GEBT,XDC,S_C0,AW167,_Z,A,2024,948812.691491,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2015,37900.191,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2016,38531.265,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2017,39444.81523,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2018,41958.971,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2019,43066.449,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2020,46866.604,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2021,48239.01976,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2022,48765.05034,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2023,51251.69938,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),USA,NIAT,USD_PPP,S_C0,AW100,_Z,A,2024,53400.729821,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2015,26181.396674,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2016,28120.709368,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2017,30455.253212,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2018,32877.002269,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2019,36754.513704,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2020,39491.75729,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2021,41004.958365,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2022,44415.039663,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2023,47653.720891,2,0,A,_Z
OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),HUN,NIAT,USD_PPP,S_C0,AW167,_Z,A,2024,51278.811158,2,0,A,_Z
