DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,TRANSFORMATION,ADJUSTMENT,SEX,AGE,ACTIVITY,FREQ,TIME_PERIOD,OBS_VALUE,BASE_PER,OBS_STATUS,UNIT_MULT,DECIMALS
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,15,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,17.575,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,22.225,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,12.8,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,14.8,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2015,18.375,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LUX,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2016,17.475,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CHL,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2017,5497.363,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CHL,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2018,5572.332,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CHL,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,5721.102,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CHL,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,6898.434,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CHL,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,6816.759,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CHL,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,6469.204,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CHL,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,6303.905,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CHL,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,6234.068,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),CHL,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,5280.657,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,479.8,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,754.975,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,1195.1,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),FRA,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,53811.05,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),FRA,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,53885.88,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),FRA,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,54427.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),FRA,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,54781.85,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),FRA,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,55253.45,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),FRA,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,50438.27,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),FRA,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,50720.88,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),FRA,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2014,52401.35,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),FRA,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2015,52665.48,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2016,3673.55,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2017,3752.675,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2018,3827.95,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,3911.025,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,3928,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,4140.6,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,4193.45,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,4275.95,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,3875.375,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,3694.975,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,3513.15,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),GRC,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2014,3536.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),BRA,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,23089.2,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),BRA,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2014,23063.96,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2017,2906.9,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,2310.45,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2018,2755.475,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,2581.525,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,2366.8,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,2027.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,1946.875,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,1663.575,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,2691.025,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,3068.675,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2014,3236,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ITA,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2015,3033.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2017,1509.167,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2018,1366.667,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,1279.833,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,1551.083,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,1535.917,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,1342.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,1335.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,1515.583,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,2064.333,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,2024.083,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2014,1938.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),DEU,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2015,1807.333,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ESP,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2017,3917,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ESP,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2018,3479.167,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ESP,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,3247.833,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),COL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,25364.7,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),COL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,25640.56,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),COL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,22365.26,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),COL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,22567.06,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ISL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,208.325,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ISL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,209.675,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ISL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,218.7,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ISL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,228.325,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ISL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,237.975,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ISL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,205.8,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ISL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,178.625,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ISL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,183.1,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),ISL,LF,PS,_Z,Y,_T,Y_GE15,_Z,A,2014,186.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,566.125,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,599.025,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,510.8,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,502.075,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,511.875,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,552.125,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,1749.2,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,1792.625,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2014,1566.775,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2015,1304.275,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2016,1063.375,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,UNE,PS,_Z,Y,_T,Y_GE15,_Z,A,2017,843.875,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2016,30702.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2017,30594.45,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2018,30429.28,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,30987.3,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,30796.53,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,30663.9,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,30630.57,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,30632.28,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,30961.13,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,31037.68,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,31036.35,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),POL,WAP,PS,_Z,Y,_T,Y_GE15,_Z,A,2014,30984.32,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2017,6982.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2018,6313.917,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,6000.583,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,12947.58,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,8623.25,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,5996,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,6079.917,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,6760.75,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,12505.58,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,11459.83,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2014,9616.417,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),USA,UNE_M,PS,_Z,Y,_T,Y_GE15,_Z,A,2015,8296.333,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2015,2056.925,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2016,2132.125,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2018,2257.275,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,2322.325,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,2427.125,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,2594.975,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,2684.5,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2024,2757.4,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2017,2193.95,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2020,2294.075,,B,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2012,1880.425,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),IRL,EMP,PS,_Z,Y,_T,Y_GE15,_Z,A,2013,1937.775,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LTU,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2019,897.875,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LTU,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2021,891.975,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LTU,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2022,891.6,,A,3,0
OECD.SDD.TPS:DSD_LFS@DF_IALFS_INDIC(1.0),LTU,OLF,PS,_Z,Y,_T,Y_GE15,_Z,A,2023,903.95,,A,3,0
