DATAFLOW,REF_AREA,MEASURE,UNIT_MEASURE,INST_TYPE_EDU,EDUCATION_LEV,AGE,SEX,PERS_TYPE,PERS_QUAL_LEV,PERS_EXP_LEV,PRICE_BASE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,STATISTICAL_OPERATION,BASE_PER,CURRENCY,TRANSFORMATION,DECIMALS
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2022,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ZAF,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2023,,L,,OBS,,ZAR,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ZAF,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,ZAR,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2020,102467.40625,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2021,105466.609375,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2023,114543.7734375,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2019,99776.6875,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2020,102379.671875,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2021,105725.59375,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2019,99932.3984375,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2023,114319.984375,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2021,107927.359375,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2022,107563.5,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2023,114942.5859375,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2019,99776.6875,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2020,96709.46875,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2022,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2023,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2021,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2021,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2022,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2023,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2019,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2020,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2022,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2023,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2019,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2020,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2022,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2023,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2019,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2022,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2023,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2019,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2020,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2020,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BRA,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2021,,O,,OBS,,BRL,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2022,18192,A,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2023,21972,A,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2020,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2022,18192,A,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2023,21972,A,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2020,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2020,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2022,18192,A,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2023,21972,A,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2020,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),BGR,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2022,18192,A,,OBS,,BGN,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2022,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),ARG,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2023,,L,,OBS,,ARS,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2022,108312.1328125,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2023,114319.984375,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),AUS,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2019,99932.3984375,A,,OBS,,AUD,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2019,59082296,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2020,63276168,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2021,65747736,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2023,83155216,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2019,59082296,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2020,63276168,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2021,65747736,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2023,83155216,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2021,65747736,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2019,59082296,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2020,63276168,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2021,65747736,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2022,72273654,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),COL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2022,72273654,A,,OBS,,COP,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2023,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2020,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_1,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2022,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2023,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_34,_T,_T,TE,TYP_EXP,EXP15,V,2020,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2022,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2023,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2022,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2023,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2019,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2020,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_02,_T,_T,TE,TYP_EXP,EXP15,V,2020,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHN,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2021,,L,,OBS,,CNY,_Z,0
OECD.EDU.IMEP:DSD_EAG_SAL_TREND@DF_TCH_STA(2.0),CHL,SAL_STA,XDC,INST_EDU_PUB,ISCED11_24,_T,_T,TE,TYP_EXP,EXP15,V,2022,19063140,A,,OBS,,CLP,_Z,0
